15843,ConsumerQuestions,Can you Place an ad saying that you were with a former company and have opened up a new firm? can you place an ad in the newspaper saying that you were with a former company and have opened up a new firm?
15844,FamilyQuestions,Can we do common law marriage if I&#39;m 62 and from Alabama? Age 62 in Alabama. I want to get married. Can we do common law marriage?
15845,FamilyQuestions,"If I have been divorced for 10 years, can I get annulled? I have been legally divorced for over 10 years. Is there anyway at this point that I can have it totally annulled so that I can get married in a Roman Catholic Church?"
15846,RealEstateQuestions,"If I buy a house, can my live-in girlfriend with (we have a kid), be able to take it away when we split up? if i buy a house by myself, can my live in girlfriend with whom i have a child with, be able to take my home away when we split up? She said she won't sign a rental agreement if i purchase a home. Even though her credit is lousy and my name will be the only one on the deed/ loan."
15847,FamilyQuestions,What to do if I want to file suit against my husband for defamation of character in the state of Texas? What to do if I want to file suit against my husband for defamation of character in the state of Texas?
15848,FamilyQuestions,Can a nursing home deny a patient? Can a nursing home deny a patient?
15849,FamilyQuestions,Girlfriend accused of child endangerment. What can or should my girlfriend do if she has been accused of child endangerment but knows that the injuries happened after the father picked up the kids and could have been on purpose and a weird history of injuries comes from being in his care?
15850,FamilyQuestions,Can my ex ask for my Social Security number if she does not have a lawyer? Can my ex ask for my Social Security number if she does not have a lawyer?
15851,FamilyQuestions,"How do I get copy of the will from my late mother&#39;s attorney and when do I get possession of the property? My mother past away and she gave the deed property (Michigan, Huron County) to me upon her death. How do I get copy of the will from her attorney and when do I get possession of the property and the deed?"
15852,EmploymentQuestions,Can a convicted felon work for an establishment that sell alcohol and tobacco products? Can a convicted felon work for an establishment that sell alcohol and tobacco products in the State of Virginia?
15853,ConsumerQuestions,Recourse if bought a RV &amp; discovered issues with refrigerator upon delivery inspection? Bought a RV. Discovered issues with refrigerator upon delivery inspection. Said they had it fixed. On our second trip. The refrigerator's circuit board melted and ruined the fridge. RV was used. No warranty. Was bought from a dealer. Any recourse?
15854,EmploymentQuestions,"what legal actions can I take to an employer who takes money away from our checks? what legal actions can I take to an employer who takes money away from our checks whenever our cash registers are short, rarely allows us to take our lunch breaks, often abuses employees with verbal or physical actions, and does not pay for work training"
15855,EmploymentQuestions,"Sue If my job has immigrants workers, no food handlers &amp; doesn&#39;t wear gloves during food prep? If I know my job has immigrants workers, No food handlers cards & do not wear gloves during food prep can I sue ?"
15856,CriminalQuestions,Can the police make you wait 10 days for a copy of the search warrant and reason for entering your home? Can the police make you wait 10 days for a copy of the search warrant and reason for entering your home?
15857,CorporateQuestions TechnologyQuestions,What are minimum costs for starting one-man business? I want to start a one man business selling a booklet online in NY. What is the absolute minimun money wise i need to do to be legal?
15858,FamilyQuestions,Is hand written divorce response legal? Is it legal to submit a handwritten college ruled paper as a divorce response to the supreme court in New York?
15859,RealEstateQuestions,How do we get our roof fixed with no leaking when the homeowners are no longer paying the insurance? We are renting a house we eventually want to own and discovered that the roof needs serious repair and the homeowners are no longer paying the house insurance or taxes and are refusing to fix the roof. Our roof is now leaking. What can we do to get it fixed?
15860,RealEstateQuestions,"Question regarding an owner that rents out her unit but has not paid assn dues in over 3 years? I am an owner in a condo association in WI. We have an owner that rents out her unit but has not paid assn dues in over 3 years. We have filed a lien against her to no avail, and would like to pursue it further. Although her unit is in WI, she lives in IL. Which state would have jurisdiction and do we have any other recourse?"
15861,FamilyQuestions,If one spouse inherits property during their marriage is the other legally due equal shares of inheritance? If one spouse inherits property or money during their marriage is the other spouse legally due equal shares of inheritance in the state of Florida?
15862,RealEstateQuestions,"Is the homeowner liable for the balance due after a short sale? In the state of Florida, is the homeowner liable for the balance due after a short sale?"
15863,CriminalQuestions,What are my options if my court appointed lawyer offers no help? I was arrested in San Antonio for possession of a controlled substance.  I now live in VA. I cannot afford to travel back and forth to make my court date.  I am also on bond with a bond agency. My court appointed lawyer offers no help.  What are my options?
15864,EmploymentQuestions,Can a company have an orientation for six hours and not pay you? Can a company have an orientation for six hours and not pay you without telling you before hand?
15865,FamilyQuestions,"Is it too late to get alimony if I have already been granted a divorce? If I have already been granted a divorce, is it too late to get alimony?  I live in PA."
15866,ImmigrationQuestions,"Would you recommend withdrawing the petition (form I-130)? Will this have any negative consequences in terms of acquiring a student/tourist visa in the future?  I am a recent international college graduate currently on an OPT (Optional Practical Training). My sibling, who is a US citizen and is also in the military, filed a petition for me to become a US resident about a month ago. I will be returning to my home country, Honduras, at the beginning of next month. However, I have read that having a pending petition will not allow me to acquire a student or tourist visa in the future. Is this true? Would you recommend withdrawing the petition (form I-130)? Will this have any negative consequences in terms of acquiring a student/tourist visa in the future? In other words, will I be blacklisted or banned from getting such types of visa? Thank you very much for your help! It is greatly appreciated!"
15867,RealEstateQuestions,Is the property mine or does my sister have a right to it also? I bought land from my mother on a land contract. I paid her in full and before we were able to sign papers transferring the property in my name my mother passed away. Her will had not been updated so the land was not left to solely me. Is it mine or does my sister have a right to it??
15868,EmploymentQuestions,What do you think if I was giving a summons on a harassment charge on the job? I was giving a summons on a harassment charge on the job. What do you think?
15869,EmploymentQuestions,"With a 2 week notice, is my boss allowed to tell me to leave that day instead? If you give my 2 week notice to my boss is he allowed to tell me to leave that day instead?"
15870,FamilyQuestions,"If my husband dies, will I still have to do a probate if we just updated our wills? My husband is ill. We have recently updated our wills. IF he dies, will I still have to do a probate?"
15871,FamilyQuestions,"After paying child support, am I responsible for paying daycare as well? After paying child support, am I responsible for paying daycare as well?"
15872,FamilyQuestions,Can I take and pick up my son from school if I am a registered sex offender who is off parole? I live in Michigan. Can I take and pick up my son from school? I am a registered sex offender who is off parole.
15873,CorporateQuestions FinancialQuestions,if you are a truck driver is it legal for an employer to keep your whole paycheck for maintenance bills? if you are a truck driver is it legal for an employer to keep your whole paycheck for maintenance bills?
15874,FamilyQuestions,How do you collect from a lawsuit? How do you collect from a lawsuit?
15875,RealEstateQuestions,How far does a propane tank used for heating a pool have to be from the pool? How far does a propane tank being used for heating a pool have to be from the pool or any other structure?Thank you
15876,FamilyQuestions,How do I get emancipated without my parents? How do I get emancipated without my parents?
15877,RealEstateQuestions,"What to do when management comes into my apartment unannounced and at times when I&#39;m asleep? Management and maintenance have been coming into my apartment, unannounced, many times. The last time they were in my apartment, I had been asleep, and woke up to voices in my living room.  They went through the cabinets in my kitchen, the fridge, and my pantry. They tried to come into my room, which they would have absolutely no reason to. The resident handbook gives a list of reasons for employees to enter my apartment, but says ""otherwise allowed by law"" and that they will give me a written notice prior to entering. They are also trying to charge me for new carpet claiming ""pet odor"" when my pet does not spend time in this room and is potty trained. We had just gotten our carpet replaced last year. What can I do about this?"
15878,CorporateQuestions FamilyQuestions,How can someone be authorized to handle business affairs and banking for a corporation or LLC in the event the principals are not available?  Or what if they die?
15879,EmploymentQuestions,Michigan law on breaks? Working a 12hr shift:  What is the law for breaks and lunch?
15880,RealEstateQuestions,What is a reasonable time thereafter for a refund on a security deposit? What is a reasonable time thereafter for a refund on a security deposit?
15881,FamilyQuestions,Can my spouse get full custody of the twins if he isn&#39;t the father but signed the birth certificate? my spouse is not the father of our twin sons. he did sign the birth cert. Now he wants out of our 9 year marriage. Can he get full custody of the twins? is he obligated to pay child support because he claimed the boys as his own
15882,EmploymentQuestions,"Legal for council member appointed as safety director with felony convictions to drug test all employees? is it legal for city council member appointed to board of trustees as safety director with felony convictions to  drug test all employees without any reason except that he was in conflict with volunteer fire chief over testing certain volunteers.  The previous day test was given to firefighter and safety director told clerk and myself he failed.  the next day same firefighter passed.  extremely angry he demanded that everyone take his test.  I was afraid of this violent man and did not want be tested by him.  There was no female present and the site was not sterile and he gave and read tests himself.  He demanded testing for everyone ""Reasonable Suspension"" by himself solely.  Two females terminated, 1 officer resigned, 4 firefighters."
15883,EmploymentQuestions,How to get commission owed to me after being fired? How can I receive commission that is owed to me after I was fired?
15884,FamilyQuestions,What are my rights in a divorce when property is involved? What are my rights in a divorce when property is involved and have been married for seven months?
15885,FamilyQuestions,What to do if I am still married but wish to return to my previous last name? It is my understanding that i can go to the clerk of courts and request that my name be changed back to my name before I was married with out lawyer of court time. As long as it was my previously known name. I am still married but wish to return to my previous last name.
15886,RealEstateQuestions,"Are the legal limits to leases restricted to just the written agreement? I have a rental property in Grand Junction Co, my wife drove by and noticed that the front room blinds are destroyed and that the lawn in died. In our lease agreement, we noted that the renters had to notify us of any damages to our property-this did not happen. What can we do? If we give them a notice to fix the issues, how long do we have to give them? Are the legal limits to leases restricted to just the written agreement? In other wards, can we take action that is not mentioned in the lease agreement?"
15887,EmploymentQuestions,Can the company attain a judgement against me personally? I signed advertising contracts as manager of a mortgage company I did not own. The owner closed the company and I am now being hounded to pay these debts. I was never asked for my ss number. I live in California. Can they attain a judgement against me personally?
15888,RealEstateQuestions,Can you have someone co-sign saying that you won't be responsible for non payment? Can you have someone co-sign for (for an apartment for rent) sign a document saying that you will not be legally responsible for non payment?
15889,RealEstateQuestions,Do I have any recourse for having to pay for a common area hot water tank without my knowledge? I have been renting an apt in MA for almost 6 years and recently had to have the gas company come out to check for gas leak while they were checking everything they informed me that the hot water tank was being used for both apts and it is metered to my gas bill. I was never told by the landlord that I would be paying for hot water for 2 apts. Do I have any recourse for having to pay for a common area hot water tank without my knowledge?
15890,EmploymentQuestions,Illegal if you have a live-in caregiver that you want to work 5 days a week and stay in the home 24 hours? Is it illegal if you live in California and have a live-in caregiver that you want to work 5 days a week and only about 6 - 8 hours a day but you want them to stay in the home 24 hours the five days they are scheduled to work because the person they are caring for is bedridden?  They have 2 days off during that work week.
15891,FamilyQuestions,How do we add my wife&#39;s previous last name as her new middle name in our marriage certificate? We just got married 1 month ago and finally received our marriage certificate. We were surprised to see that my wife's new name was missing the middle name. How do we add her previous last name as her new middle name in our marriage certificate?
15892,RealEstateQuestions,Can a landlord rent apartments when his building is under foreclosure without letting his renters know? Can a landlord rent apartments when his building is under foreclosure without letting his renters know?
15893,FamilyQuestions,"I am a single woman age 76 and I have an old beau living with me for the past year.  He does not pay any rent or any bills.  When I die, will he be entitled to any of my estate?"
15894,ConsumerQuestions,What is the law on return of the new vehicle? My mom went to car lot today and traded her vehicle for another vehicle. What is the law on return of the new vehicle?
15895,EmploymentQuestions,Work doctor wants me to resume working before my doctor releases me. I fell at work and hurt my shoulder. I ended up having to have surgery. Now my work doctor wants me to go back to work before my doctor wants to release me to work. Is there anything I can do or do i have to do what the work doctor tells me to do?
15896,EmploymentQuestions,Is it legal for my employer to keep me awake for 24 hours in a medical profession? Is it legal for my employer to keep me awake for 24 hours in a medical profession?
15897,CriminalQuestions,What is the time limit for holding a minor before he or she is arraigned in the state of Indiana? What is the time limit for holding a minor before he or she is arraigned in the state of Indiana? Does a holiday effect that time limit?
15898,RealEstateQuestions,Do I need an attorney to do a loan modification on my mortgage? Do I need an attorney to do a loan modification on my mortgage?
15899,EmploymentQuestions,Is it a law that 15-minute breaks be granted a few times when working an 8-hour day? Is it a state law that 15-minute break be granted to employees in the morning and afternoon when working an 8-hour day?
15900,FamilyQuestions,"Question about bankruptcy? My mother in Georgia wants to leave her home to my brother.  He has financial problems, so it has been suggested that the home be left to his daughter with him having a right of residence until his death. An attorney friend has advised that this right to reside would be considered an asset in case he declares bankruptcy.  Is this true, and if so, is there a way to insure his right to reside in this home without it becoming an issue in a possible bankruptcy?"
15901,RealEstateQuestions,"As a member of the condominium association and unit owner, am I entitled to  a copy of the minutes from the meeting either  as a hard copy or one that is posted on our association website? We  recently had our annual meeting of our condominium association with our first board. As a member of the condominium association and unit owner, am I entitled to  a copy of the minutes from the meeting either  as a hard copy or one that is posted on our association website? I was unable to attend the meeting. The meeting was held over six weeks ago.What is the law  in this situation? I live in Florida."
15902,IntellectualPropertyQuestions,Can I use the printed words of a song that was copyrighted in 1940 on a sign in a church? None
15903,RealEstateQuestions,Legal recourse if I was awarded small claims but lost it cause I was too sick for the trial date? I was awarded $1300:00 on Van Nuys Small Claims Court. The defendant appealed and due to sickness I could not be present at trial date and therefore losing the case.What's my legal recourse now? Can I file again? Small Claims or Superior Court?Thank you.
15904,GovernmentQuestions RealEstateQuestions,I rented a vacation home and paid the $5250.00 fee upfront as requested by the owner.  I have since cancelled the reservation and the owner informed me he has already spent the money (months in advance of the actual rental date) so it will take him time to reimburse me.  Isn't this illegal in NH?
15905,RealEstateQuestions,"Commercial property owner (landlord) evicted us for non-payment. Commercial property owner (landlord) evicted us for non-payment.She gave us 2 days to leave and says we owe 12,000.00. 3 persons signed lease not under our company name. Owner wants all 3 of us to sign to pay back this amount. I want 3 separate agreements to pay back with amount 4000 each. Landlord will not agree. What should we do?"
15906,CriminalQuestions,"What are my rights with being held up with a gun? While at work, after hours (7pm) with approval from the owner, I was working and the shipping building security person came into the building with at gun and asked me to leave! I didn't argue with a person holding a gun and stepped outside of the building. I called 911 because I have permision to be in the building but was in fear of inappropriate conduct (no guns are allowed at work). However, he's still there and I can't work with or near him, what are my rights?"
15907,EmploymentQuestions,Is there anything I can do if I was fired for calling off because my daughter was sick? I was recently fired from my job for calling off because my daughter was sick.  I am a single mother with no family to watch them.  Is there anything I can do?
15908,ConsumerQuestions,"Is it legal for an officer of the court to come to my house and collect money when I never received a judgement?  Is it legal for an officer of the court to come to my house and collect money when I never received a judgement? If not, what do I do to protect myself?"
15909,FamilyQuestions,What are my rights if my child&#39;s mother wants to home school my daughter? My child's mother wants to home school my daughter. I am against it. What are my rights? I live in Colorado. She lives in Arizona.
15910,RealEstateQuestions,"If I decide to move out before the lease ends, can I give landlord a 30 day notice?  If I decide to move out before the lease ends, can I give landlord a 30 day notice? It's legal in California."
15911,FamilyQuestions,I have an ex-wife that said she went to court today to waive my arrears in child support but she got angry over a messaage on Facebook and said she showed the judge and now I have a warrant for my arrest and lost my parental rights. Is this possible?
15912,EmploymentQuestions,How can I prove I&#39;ve been wrongly terminated in a right to work state? How can I prove I've been wrongly terminated in a right to work state? How can I prove I'm being retaliated against for turning in a manager?
15913,ContractQuestions RealEstateQuestions,"I rented apartment in another city, I paid all money up front, and never moved in. The next day, I changed my mind. Can I get my money back? I live in Texas."
15914,EmploymentQuestions,How long do they have before I receive my paycheck if I was terminated? I was terminated from my job today? How long do they have before I receive my paycheck to me?
15915,RealEstateQuestions,"Upon move out, is it legal for a landlord to require you to pay an amount for damages by a certain date in San Jose? Upon move out, is it legal for a landlord to require you to pay an amount for damages by a certain date in San Jose? My landlord is giving me 10 days and I would like more time. Perhaps get my own contractor in their to do an estimate?"
15916,CorporateQuestions IntellectualPropertyQuestions TechnologyQuestions LitigationLawQuestions,"I found a website for an art studio in GA, selling prints of ""Student Work"". On the sales page I found a digital copy of a painting I made. I have given this studio no consent to use this work, and I have not been contacted for my consent. I have creative commons licenses on it. Can I sue?"
15917,EmploymentQuestions,Can the employer cut your hours from 38 to 27 hours per week cause she feels like it? Can the employer cut your hours from 38 to 27 hours per week cause she feels like it? I Keep in mind I have been with this company for 3 years now. I budget my every week to pay certain bills. I haven't done anything to deserve this.
15918,CriminalQuestions,What to do if my lawyer misrepresented me and I was found guilty? I was on trial with a co-defendant--she paid her lawyer I had a court appointed--she got her attorney through mine (they are friends). We both had assault charges and more---Bottom line is that the attorneys met with 5 eye witnesses who saw that I was grabbed by neck and then and only then I hit the man one time just to get him to let go of my neck. We go to trial after two years (during that entire two year period I continually told my attorney that I wanted all the witnesses put on the stand even if it meant that they had to be subpoenaed. At the trial he only put 1 eye witness on the stand and I was found guilty of assault--I believe my lawyer misrepresented me by not doing what I asked over and over.
15919,EmploymentQuestions,What do I do after losing a small claims case but there was documentation? I lost a small claims over not having a employment agreement. Judge Lee Fisher claimed he was unable to rule either way without it. Problem is Staff. Escapes has all that documentation. They produced no witnesses and I produced 2 and testimony in a dispute over unpaid wages.  What do I do from here?&#x4d;&#111;&#x6e;&#107;&#x73;&#x67;&#101;&#64;&#x67;&#x6d;&#x61;&#x69;&#108;&#x2e;&#99;&#111;&#109;
15920,EmploymentQuestions,Can my employer fire me cause I am court ordered to pick my kids up on Sunday and I cannot work that day? I work a retail job. can my employer fire me because I am court ordered to pick my kids up on Sunday and I cannot work that day?
15921,EmploymentQuestions,Lawsuit if my employer fired me cause someone sent an e-mail using my name on it to my employer? Someone sent an e-mail using my name on it to my employer. My employer fired me because of this. Do I have a lawsuit?
15922,ContractQuestions EmploymentQuestions,"What are all legal documents? Would I need other than service contracts between buyers & sellers, terms of use and privacy policy & how much would this cost me? I've built a marketplace startup but need the legal documents before I launch. I'm looking for long term legal relationship. What are all legal documents would I need other than service contracts between buyers & sellers, terms of use and privacy policy? How much would this cost me?"
15923,RealEstateQuestions,"What to do if my homeowner&#39;s insurance claim was denied and I didn&#39;t get an explanation? My homeowners insurance claim was denied. The lawyer I had to assist me with this matter is not doing such a good job.I still haven't received a denial letter so fair stating why I was denied. Just looking for some help.Thanks,Antoneo Wynn"
15924,ConsumerQuestions,Do I have the right to return the car if one day later the head gaskets had to replaced? I purchased a used car as is from a dealer and one day later had to have the head gaskets replaced. Do I have the right to return the car or have the right to be reimbursed by the dealer?
15925,RealEstateQuestions,Will the landlord need to follow the court process to evict me? I am being evicted I have received a 5 day notice. No court papers have been filed yet. I am on a month to month.It is an apartment in Neillsville.Will the landlord need to follow the court process to evict me?
15926,FamilyQuestions,How old does a child legally have to be to leave their home in the state of GA? How old does a child legally have to be to leave their home in the state of GA?
15927,FamilyQuestions,"Is there a good reason for the average citizen in Oregon to accept a certified letter? Is there a good reason for the average citizen in Oregon to accept a certified letter? Or sign for one, or pick it up from the post office? What happens if you turn down the mailman's attempt to deliver one?"
15928,EmploymentQuestions,Legal if I'm working for an employer where we work 6 days a week 10-120 hours a day with no overtime? I am working for an employer where we work 6 days a week 10-120 hours a day with no overtime. Is this legal?
15929,FamilyQuestions,"If both parents are deceased, where would the child go: on the fathers side or the mothers side? If both parents are deceased, where would the child go: on the fathers side or the mothers side?"
15930,ContractQuestions,"If I sign a contract in Colorado with an out of state company for services, do I have three business days to cancel the contract? What is the law called that allow me to do this?"
15931,EmploymentQuestions,Is there a California law that I can&#39;t break  hundred dollars after 8 o&#39;clock at gas stations? Is there a California law that I can't break  hundred dollars after 8 o'clock at gas stations?
15932,PersonalInjuryQuestions,What happens if a defendant in a lawsuit is found liable but cannot afford to pay damages? What happens if a defendant in a lawsuit is found liable but cannot afford to pay damages?
15933,CriminalQuestions,"Legal for a prosecutor to threaten a defendant that she will make sure defendant does life without parole? Is it legal for a prosecutor to threaten a defendant,that she will make sure defendant does life without parole If defendant simply files a motion for a bond hearing?"
15934,FamilyQuestions,Who should file for divorce first-the man or the woman? Who should file for divorce first-the man or the woman?
15935,CorporateQuestions ContractQuestions,Question regarding writing a non-fiction book based on interviews with several people? I am currently writing a non-fiction book based on interviews with several people. I obtain recorded verbal permission during the  recorded interviews to use their content in the book.  Do I also need to obtain written permission to use their interview/comments?
15936,FamilyQuestions,"If a home is gifted to a separated couple are both entitled to it? My mother wants to gift a home to my brother who lives in Florida. He has not lived with his wife for a month and they haven't done anything legal, so would his wife be entitled to the house?"
15937,FamilyQuestions,Late mother and I purchased investment properties together. My Mother passed away.  Her and I had purchased investment properties together and had titled them in our names only with right of survivorship.  Do these properties have to go through probate and do my siblings have any right to these properties?
15938,FamilyQuestions,Can I date before my divorce is filed? Can I date before my divorce is filed?
15939,CriminalQuestions,What to do if we found that the former president took all the money from the association&#39;s bank account? We are a student association of UofM. We found that the former president took all the money from the association's bank account. What can we do?
15940,FamilyQuestions,"What to do if an ex borrowed $200 and won&#39;t pay me back? I went out with a guy for 2 years.  He borrowed 200 dollars from me.  We broke up in April and he still hasn't paid me back.  I send a letter every month, but nothing.  He goes to Foxwoods every week and spends at least a 100 dollars there.  What can I do?"
15941,CorporateQuestions ContractQuestions,Can a company garnish your wages and your only source of income is workman&#39;s comp? Can a company garnish your wages and your only source of income is workman's comp?
15942,ImmigrationQuestions PersonalInjuryQuestions,What do I do if someone is slandering my name and is a illegal alien?
15943,RealEstateQuestions,Can the Landlord request 2 yearly home inspections? Can the Landlord request 2 yearly home inspections?
15944,CorporateQuestions,Should I register company or could I run as individual for dating website? Should I register company or could I run as individual for dating website?
15945,EmploymentQuestions,When quitting a job in CA how long do you have to wait to get paid? When quitting a job in Ca how long do you have to wait to get paid?
15946,CriminalQuestions,Is it against the law to video record a law officer in VA if there is violation of VA laws?  Is it against the law to video record a law officer in VA if there is violation of VA laws? And what can I do? Should take him to court for breaking the law our do I sue county.
15947,EmploymentQuestions,Legal for my employer to go through my emails? I was let go from my job - separation agreement - and my email address from that employer is still active and my old boss has been looking at all of my email and new ones coming through.  Is this legal?
15948,EmploymentQuestions,"Can a company schedule me to report to work, then send me home once I get there without pay? Can a company schedule me to report to work, then send me home once I get there without pay?"
15949,EmploymentQuestions,Legal if employer allowed to pay me last check and then reverse it? My employer deducted $324  from my check for the past 3 weeks for insurance so I left to find new employment. I have direct deposit and they paid me my last check and then went into my account and reversed it. Are they allowed to do this? Please call me at 586-980-9328
15950,IntellectualPropertyQuestions TechnologyQuestions,"Are website providers liable for third party content? Members on my social media website often quote content from music, movies, and prominent publications. Does this violate any copyright laws and as the website provider, are we liable?"
15951,CorporateQuestions ContractQuestions ,"Is there any liability without written agreement? We have a ""partnership"" where my partner owns 100% of the C Corporation and we have no written agreements of any sort. So my name is not mentioned anywhere on paper. Although we had oral conversations and emails about ongoing business - could it be enough evidence in court? I wonder if I just walk away could I be liable for company losses in the future?"
15952,RealEstateQuestions,Who has the responsibility of painting: the landlord or the tenant? Who has the responsibility of painting: the landlord or the tenant?  The tenant has lived on the property for over fifteen years and it has never been painted.  What is the ruling on this?  The person is in the Washington DC area.
15953,FamilyQuestions,If there is shared custody must the father still provide the mother with child support? If there is shared custody must the father still provide the mother with child support?
15954,CorporateQuestions ContractQuestions,"in order to receive commission on a sale, should the broker have a commission agreement? in order to receive commission on a sale of commercial real estate should the broker have a commission agreement?"
15955,EmploymentQuestions,What to do if I want to add someone to my deed? What to do if I want to add someone to my deed?
15956,FamilyQuestions,"Is it too late to file probate? My father passed away in May, 2007. He wanted to leave me his home but at the time I was married and afraid husband would make claim to the property. He signed a statement which is notarized and witnessed leaving the house to my sister until the divorce was finalized. My sister did not know about the document until about six months ago. At any rate, probate was never filed and the property taxes have not been paid since 2008. A letter arrived two days ago from the circuit court demanding payment for the back due taxes in the amount of $13,750 within 30 days. I don't know if it is too late to file probate. I have letters signed by all siblings giving up rights to the property because he had discussed this with each of them. What do  I do?"
15957,FamilyQuestions,Is my ex-husband entitled to half of a pre-marriage pension if I accrued it from a former job? I accrued a pension from a former job before marriage. I am now seeking a divorce. I have an option to take a lump sum payout. Does my husband have to sign a waiver? Is he entitled to half of this pre-marriage pension?
15958,FamilyQuestions,"If you have been to the same man for 20 years, are you still entitled to alimony? i live in Bonham, Texas. We are married 50 years. Will i be able to get alimony payments? If you have been to the same man for 20 years, are you still entitled to alimony?"
15959,CorporateQuestions,What do I need to do to register a business name? What do I need to do to register a business name?
15960,ConsumerQuestions PersonalInjuryQuestions,"How do I recover a dirt bike I gifted to my former ex-girlfriend that is in my name? I bought my now ex girlfriend a dirt bike for her birthday. It is in my name and it is still being financed. I am afraid that I might be held liable if someone gets hurt while in her possession. How can I go about getting it back? She will not return phone calls, texts or emails. I do not want to make a huge deal, but she is not willing to be an adult and work it out with me."
15961,FamilyQuestions,"Do I have any legal hope of recovering my money from my partner when we bought a house together? My partner and I bought a house together.  Even though we both invested our money, only her name is on the mortgage and deed.  Now we are on the verge of splitting up.  Do I have any legal hope of recovering my money?"
15962,FamilyQuestions,Questions I should ask my ex  about inappropriate behavior made to our daughter during visits with her? What type of deposition questions should I ask my ex husband pertaining to inappropriate behavior and unacceptable comments made to our daughter during visits with her?
15963,EmploymentQuestions,Can a company refuse to give you a copy of your signed yearly review? Can a company refuse to give you a copy of your signed yearly review claiming it is their form and therefore not to be given out?
15964,ConsumerQuestions,Can I sue Subway for finding some type of string in my food (cookie)? Can I sue Subway for finding some type of string in my food (cookie)?I ate some of it it.
15965,FamilyQuestions,Can i file a wrongful death suit with neglect? My son died two years ago today. He was diagnosed with melanoma a week before he died. The cancer was throughout his body. There were physical signs and behavioral signs that he was ill. Can I file a wrongful death suit with neglect?
15966,ConsumerQuestions,"I want to know if I have a right to hear or get a conversation I had with spirit airlines? I want to know if I have a right to hear or get a conversation I had with spirit airlines? I called to change my flight and paid them $380 to do it no problem since I had to change it. However when I seen my new travel plans they got the return date wrong and I called to have them fix it, they charged me $270 more after 2hrs on the phone and speaking to a mgr (they said) he said reviewed my previous conversation and I said the 13th not the 14th. I couldn't even get a number or person in the USA to talk to? Can I get that conversation?"
15967,RealEstateQuestions,"Can a bank reposes my house if it is in my wife's and my name, but the mortgage is only in my name? Can a bank reposes my house if it is in my wife's and my name, but the mortgage is only in my name?"
15968,EmploymentQuestions,Does an employer have to provide a break and lunch for more than 5 hours? Does an employer have to provide a break and lunch period to employees working more then 5 hours but not more then 8 hours per day?
15969,EmploymentQuestions ImmigrationQuestions,"Timeline for sponsoring an H1B visa, and getting application approved We are trying to hire an engineer as soon as possible.  Many of our candidates require us to sponsor their H1B visas.  When in the year can we apply for an H1B Visa, how much time will it take to get, and when is the earliest start date?  Does the candidate being on an F1 visa impact this timeline.  We heard ""anecdotally"" that H1B visas can be applied for after April 1 and are granted on October 1, so these candidates wouldn't be able to start working for us until October 1.  Is that true?"
15970,IntellectualPropertyQuestions,"Do I need to trademark, service mark, patent or all three to protect my idea? I have an idea for a restaurant concept including the name, slogan and logo. I would like to protect this idea, develop a business plan and sell it to a casino in Las Vegas or AC. Do I need to trademark, service mark, patent or all three"
15971,FamilyQuestions,If I&#39;ve been separated for 7 years and I have legal separation papers am I divorced? If I've been separated for 7 years and I have legal separation papers am I divorced?
15972,FamilyQuestions,Question about filing bankruptcy five years ago? if my husband and I filed chapter 13 five years ago how is it possible that my taxes weren't paid and my lawyer claims that the money got taken by the government for previous unemployment?
15973,EmploymentQuestions,"Question regarding a rent for stabilized apartment? I live in NYC in a rent stabilized apartment which is $1400 per month. 10 years ago I purchased a weekend place 2.5 hours from NYC.  I claimed it as my primary residence in the beginning. I registered to vote there in about 2003 and have a basic star exception on the place .  My 2010 and 2011 taxes now show my NYC apt as my primary residence once again. The bills I pay on the house and most of my mail are sent to my NYC address including DMV info, I do live in NYC 5 days a week.  They refer to my star exemption, my voter registration, and my utility bills and my roommate as reason that the apartment is not my primary residence and that I therefore do not live there at least 183 days. How strong of a case do I have based on this?"
15974,EmploymentQuestions,If a person works for 5 hours at $8 an hour  and if fired for poor performance what pay is owed to him? If a person works for 5 hours  at $8 an hour  and if fired for poor performance what pay is owed to him?
15975,FamilyQuestions,Am I able to move out of state if I have joint custody of my 14-year-old son? I currently live in the state of Wisconsin. I have joint custody of my 14-year-old son. His father has primary placement. I want to move out of state. Am I able to?
15976,ConsumerQuestions,Can someone withhold a title to a vehicle after it has been paid for? Can someone withhold a title to a vehicle after it has been paid for?
15977,RealEstateQuestions,Is the balance carried from a reversed mortgage if a warranty deed is out in place? Is the balance carried from a reversed mortgage if awarranty deedis out in place?
15978,FamilyQuestions,"What state has authority over rights of surviving spouse in the case of death? NY resident, marries FL resident - wedding in CT ... What state has authority over rights of surviving spouse in the case of death?"
15979,CorporateQuestions,"Do Co-founders count as employees? I am preparing to start home-based small business with two other (non family) co-founders and I found out that I cannot register my apt that I am renting as the business location as I have non-family members working for the company. It is the zoning code by San Mateo County that says ""All employees of the business must be residents in the dwelling."" I understand the point in general but my business is totally online based service and three of us, co-founders, can just work from home on our own. Is there any work-around? Do Co-founders count as employees? Should I just find an office to rent?Thank you in advance."
15980,EmploymentQuestions,How many breaks do you get if you work 8 hours  and 1 hour lunch? How many breaks do you get if you work 8 hours and 1 hour lunch?
